2011_UID,2016_UID,Latitude,Longitude,2016_Latitude,2016_Longitude,Latitude difference,Longitude difference,2011_WetlandType,2016_WetlandType,2011_NSPP,2016_NSPP,NSPP_DIFF,2011_ShannonDiv,2016_ShannonDiv,Shannon_Diff,2011_XN_ALIENSPP,2016_XN_ALIENSPP,XN_ALIENSPP_DIFF,2011_XRCOV_ALIENSPP,2016_XRCOV_ALIENSPP,XRCOV_ALIENSPP_DIFF,2011_XN_NATSPP,2016_XN_NATSPP,XN_NATSPP_DIFF,2011_XRCOV_NATSPP,2016_XRCOV_NATSPP,XRCOV_NATSPP_DIFF,2011_PCTN_HERB,2016_PCTN_HERB,PCTN_HERB_DIFF,16_SLA_prevalence,16_AnTol_prevalence,16_CN_prevalence,2011 SLA_Mean,2016 SLA_Mean,SLA_Change,2011 SLA_Variance,2016 SLA Variance,SLA_Variance_Change,2011 Anaerobic Tolerance_ Mean,2016 Anaerobic Tolerance_ Mean,AnaerobicTol_Change,2011 Anaerobic Tolerance_ Variance,2016 Anaerobic Tolerance_ Variance,AnaerobicTol_Variance_Change,2011 CN_Ratio_ Mean,2016 CN_Ratio Mean,CN_Ratio_Change,2011 CN_Variance,2016 CN Ratio Variance,CN_Ratio_Variance_Change
3406,206036,39.04199,-79.60713,39.04196,-79.60718,-3E-05,-5E-05,PFO,PFO,147,115,-32,2.6523,2.459298798,-0.193001202,12.4,9.4,-3,14.28,8.633038869,-5.646961131,44.4,34.2,-10.2,84.59,87.99555333,3.405553334,61.22,60,-1.22,0.692253738,0.769294269,0.668650905,0.365761033,0.657983812,0.292222779,0.365761033,10.34228219,-9.976521161,0.031600045,0.06368938,-0.032089335,0.211102136,0.171498906,0.03960323,0.160559885,0.066124008,0.094435877,0.576975757,0.218703955,0.358271801
3456,204484,47.19957,-98.7878,47.19957,-98.7878,0,0,PEM,PEM,19,27,8,1.2281,1.241761424,0.013661424,0.8,3.8,3,1.22,75.59933934,74.37933934,5.8,4.8,-1,81.19,15.12170839,-66.06829161,100,88.88888889,-11.11111111,0.877611977,0.86630766,0.746395201,4.274286808,3.02611649,-1.248170319,4.274286808,40.14753931,-35.8732525,0.49568546,0.497555859,-0.001870399,1.971458105,1.269876199,0.701581906,1.350199211,0.335257543,1.014941667,0.956081372,0.635249241,0.320832131
3457,204484,47.19957,-98.7878,47.19957,-98.7878,0,0,PEM,PEM,19,27,8,1.1914,1.241761424,0.050361424,0.8,3.8,3,1.17,75.59933934,74.42933934,5,4.8,-0.2,82,15.12170839,-66.87829161,100,88.88888889,-11.11111111,0.877611977,0.86630766,0.746395201,4.285708712,3.02611649,-1.259592222,4.285708712,40.14753931,-35.86183059,0.456464862,0.497555859,-0.041090997,2.036293187,1.269876199,0.766416988,1.501221001,0.335257543,1.165963458,0.93129484,0.635249241,0.296045599
3473,197200,30.26178475,-87.7289122,30.26178,-87.72891,-4.75E-06,2.2E-06,E2EM,E2EM,26,34,8,1.9347,1.852353857,-0.082346143,0.6,0.2,-0.4,0.54,0.039370079,-0.500629921,9.4,10.2,0.8,99.1,56.3253127,-42.7746873,65.38,50,-15.38,0.415332851,0.379673422,0.247354535,3.079376879,18.99888357,15.91950669,3.079376879,607.3903139,-604.310937,0.188444586,0.18566595,0.002778636,1.529633012,0.483550145,1.046082867,1.538361734,0.129512577,1.408849157,1.201675358,0.206654668,0.99502069
3484,206930,45.97857,-70.14911,45.9786,-70.14906,3E-05,5E-05,PSS,PSS,27,15,-12,1.3214,1.305260632,-0.016139368,0,0,0,0,0,0,18.2,8.8,-9.4,99.97,98.686849,-1.283150998,62.96,33.33333333,-29.62666667,0.468955446,0.399501916,0.02269185,0.241892823,0.398074553,0.15618173,0.241892823,17.24102813,-16.9991353,0.108217362,0.182574167,-0.074356805,0.980250574,0.360164933,0.620085641,0.753724747,0.106686002,0.647038745,1.42717223,0.103524754,1.323647476
3487,199600,36.97559,-104.47836,36.97559,-104.47836,0,0,PUBPAB,PEM,23,26,3,1.8175,1.859849416,0.042349416,6.8,4,-2.8,82.76,25.02597403,-57.73402597,5.6,4.8,-0.8,15.27,73.38961039,58.11961039,86.96,80.76923077,-6.190769231,0.274025974,0.702857143,0.201341991,1.555320243,1.726127181,0.170806938,1.555320243,30.80760444,-29.2522842,0.101698257,0.758456748,-0.656758491,0.672428311,1.17000003,-0.497571719,0.81343254,0.280801246,0.532631294,0.675888155,0.273785558,0.402102597
3488,199600,36.97555,-104.47832,36.97559,-104.47836,4E-05,-4E-05,PEM,PEM,20,26,6,1.6732,1.859849416,0.186649416,6.8,4,-2.8,87.29,25.02597403,-62.26402597,4.4,4.8,0.4,12.15,73.38961039,61.23961039,80,80.76923077,0.769230769,0.274025974,0.702857143,0.201341991,2.178379817,1.726127181,-0.452252636,2.178379817,30.80760444,-28.62922463,0.069122495,0.758456748,-0.689334253,0.228564966,1.17000003,-0.941435064,1.350844854,0.280801246,1.070043608,0.459812722,0.273785558,0.186027165
3494,202340,36.36975,-107.46597,36.36976,-107.46599,1E-05,-2E-05,PSS,PSS,19,17,-2,1.7657,1.93904562,0.17334562,3.8,3,-0.8,58.09,34.33530678,-23.75469322,7.6,7.2,-0.4,41.91,65.66469322,23.75469322,68.42,47.05882353,-21.36117647,0.104371851,0.450287077,0.452144605,1.425462696,0.45691354,-0.968549156,1.425462696,6.363634167,-4.938171471,0.161120626,0.210358386,-0.04923776,1.222109521,0.528801308,0.693308213,0.640336761,0.210347455,0.429989306,1.218138066,0.528061479,0.690076587
3502,206393,44.9384,-110.78697,44.93837,-110.78701,-3E-05,-4E-05,PEM,PEM,57,47,-10,2.7887,2.31816297,-0.47053703,5.6,3,-2.6,21.74,4.747479192,-16.99252081,24.8,22,-2.8,77.48,95.14565642,17.66565642,87.72,80.85106383,-6.86893617,0.386096784,0.786819976,0.716333081,0.633368669,0.380135124,-0.253233545,0.633368669,5.908831681,-5.275463012,0.067061726,0.125030871,-0.057969146,0.630389456,0.411733289,0.218656167,0.203392434,0.100433158,0.102959276,0.457361646,0.269073485,0.188288162
3504,202850,42.97682,-110.07668,42.97687,-110.07663,5E-05,5E-05,PEM,PEM,11,12,1,0.8112,1.184418317,0.373218317,1.6,1.4,-0.2,77.23,42.54524005,-34.68475995,4.6,5.4,0.8,22.77,57.16046847,34.39046847,90.91,83.33333333,-7.576666667,0.561283759,0.56779961,0.993000754,10.8998343,11.86393369,0.964099393,10.8998343,356.0855475,-345.1857132,0.30362829,0.341684091,-0.038055801,0.729089937,0.944538688,-0.215448751,0.720537781,0.406492475,0.314045307,1.20089821,0.970377215,0.230520995
3529,204030,39.26401,-106.25387,39.26401,-106.25387,0,0,PSS,PSS,70,92,22,3.1766,3.120844284,-0.055755716,2.8,2.8,0,3.12,1.476080241,-1.643919759,40,43.6,3.6,96.88,88.71051991,-8.169480089,81.43,73.91304348,-7.516956522,0.6557749,0.464686733,0.558111977,0.334310989,0.396923881,0.062612892,0.334310989,7.038772126,-6.704461138,0.038531671,0.035662203,0.002869468,0.332188772,0.083270268,0.248918504,0.182028264,0.0444686,0.137559663,0.570314987,0.131008996,0.439305991
3531,206930,45.97856,-70.14913,45.9786,-70.14906,4E-05,7E-05,PSS,PSS,34,15,-19,1.9485,1.305260632,-0.643239368,0,0,0,0,0,0,20.2,8.8,-11.4,99.98,98.686849,-1.293150998,64.71,33.33333333,-31.37666667,0.468955446,0.399501916,0.02269185,0.326967376,0.398074553,0.071107177,0.326967376,17.24102813,-16.91406075,0.097518567,0.182574167,-0.085055599,0.88503002,0.360164933,0.524865087,0.640240046,0.106686002,0.533554044,1.343406607,0.103524754,1.239881854
3544,206311,39.25693,-106.25748,39.25733,-106.25655,0.0004,0.00093,PSS,PSS,50,44,-6,2.9262,2.422023541,-0.504176459,1.4,0.4,-1,1.07,0.033516982,-1.036483018,25.8,24.4,-1.4,98.93,99.87773353,0.947733528,78,72.72727273,-5.272727273,0.39742921,0.825221001,0.741059559,0.557910466,0.444304985,-0.113605482,0.557910466,6.88267092,-6.324760454,0.068513306,0.125737255,-0.057223949,0.62451663,0.413393048,0.211123582,0.317070305,0.116152752,0.200917553,0.927798391,0.374675402,0.553122988
3548,204094,44.42987,-68.01253,44.42987,-68.01252,0,1E-05,E2EM,E2EM,15,19,4,0.8926,1.200159324,0.307559324,0,0,0,0,0,0,7.4,6.8,-0.6,99.45,97.59185259,-1.858147407,93.33,78.94736842,-14.38263158,0.413430151,0.82457594,0.825034656,2.06989503,17.5131458,15.44325077,2.06989503,343.4074135,-341.3375185,0.441926918,0.609332142,-0.167405225,2.104904034,1.539568888,0.565335146,0.647370493,0.403709383,0.24366111,1.158542031,0.712796295,0.445745737
3573,199610,29.54416,-94.47452,29.5442,-94.47446,4E-05,6E-05,E2SS,E2SS,17,31,14,1.1855,2.311065272,1.125565272,0,2.2,2.2,0,1.957057799,1.957057799,8.6,10,1.4,99.94,93.02477901,-6.915220986,64.71,38.70967742,-26.00032258,0.083196346,0.380173759,0.369124035,3.184045192,0.379772709,-2.804272483,3.184045192,7.674915107,-4.490869915,0.041199445,0.110090498,-0.068891053,0.389028792,0.25723821,0.131790582,2.441852223,0.115816015,2.326036208,1.25680019,0.282232901,0.974567289
3630,204485,47.6022,-100.40842,47.6022,-100.40842,0,0,PEM,PEM,11,8,-3,1.7951,0.478514246,-1.316585754,1,0,-1,30.13,0,-30.13,6.2,2.2,-4,69.84,1.389368055,-68.45063194,100,#N/A,#N/A,0.995654946,0.011650616,0.000655738,2.041406997,3.216328445,1.174921448,2.041406997,6.399431144,-4.358024147,0.115218405,0.392051278,-0.276832873,2.272222222,0.172383405,2.099838817,2.1,0.378758782,1.721241218,0.225,0.12476593,0.10023407
3631,204485,47.6022,-100.40842,47.6022,-100.40842,0,0,PEM,PEM,11,8,-3,1.801,0.478514246,-1.322485754,1,0,-1,28.7,0,-28.7,6.6,2.2,-4.4,71.27,1.389368055,-69.88063194,100,#N/A,#N/A,0.995654946,0.011650616,0.000655738,2.176925552,3.216328445,1.039402894,2.176925552,6.399431144,-4.222505592,0.097061102,0.392051278,-0.294990176,2.272222222,0.172383405,2.099838817,2.1,0.378758782,1.721241218,0.225,0.12476593,0.10023407
3666,203330,39.38175356,-75.54017703,39.38175,-75.54017,-3.56E-06,7.03E-06,E2EM,E2EM,8,8,0,1.4651,1.447238985,-0.017861015,0.6,1.2,0.6,34.03,17.61716465,-16.41283535,2.4,3.4,1,65.92,79.09390092,13.17390092,75,62.5,-12.5,0.209060991,0.967110656,0.966508246,5.387402352,1.527068035,-3.860334317,5.387402352,10.99129226,-5.603889906,1.325506723,0.809812159,0.515694564,2.198148148,2.00631474,0.191833408,1.432579819,0.672690202,0.759889617,1.965659632,1.418746435,0.546913196
3668,200874,46.75391868,-111.2957833,46.75433,-111.29628,0.00041132,-0.0004967,PSS,PSS,76,79,3,2.7808,2.474923654,-0.305876346,7.6,9.2,1.6,13.76,27.57194157,13.81194157,29.6,30.8,1.2,72.49,72.29029442,-0.199705584,76.32,68.35443038,-7.96556962,0.500107668,0.330034686,0.611485874,0.384031734,0.561768241,0.177736507,0.384031734,12.40024421,-12.01621248,0.056695129,0.040552397,0.016142732,0.30768229,0.084339142,0.223343147,0.139234509,0.051128333,0.088106176,0.402620561,0.12211963,0.280500931
3669,201136,45.82673,-111.20985,45.82678,-111.20982,5E-05,3E-05,PEM,PEM,41,42,1,1.9003,2.357763222,0.457463222,3.4,4.6,1.2,5.77,31.70759233,25.93759233,15.8,16.4,0.6,93.95,66.94333011,-27.00666989,85.37,78.57142857,-6.798571429,0.307120383,0.60652813,0.690355051,0.676774658,0.957876638,0.28110198,0.676774658,18.28730744,-17.61053278,0.111558746,0.136156874,-0.024598128,1.044202294,0.446198019,0.598004275,0.286052825,0.110908791,0.175144033,0.721729001,0.272087153,0.449641848
3712,199860,36.97841,-104.47997,36.97842,-104.48,1E-05,-3E-05,PEM,PEM,43,54,11,2.2538,2.443836335,0.190036335,9.8,12.4,2.6,29.73,57.25160367,27.52160367,9.2,11.2,2,69.05,42.09174048,-26.95825952,93.02,85.18518519,-7.834814815,0.378472893,0.496428652,0.417966356,0.546994017,0.513787286,-0.033206731,0.546994017,10.18742423,-9.640430214,0.03795829,0.089303886,-0.051345596,1.077622813,0.236805292,0.840817521,0.605741912,0.071151585,0.534590327,1.124880971,0.145560124,0.979320848
3730,215480,26.31844263,-80.39845136,26.31844,-80.39842,-2.63E-06,3.136E-05,PEM,PEM,4,5,1,0.1294,0.093008741,-0.036391259,0,0,0,0,0,0,2.4,1.8,-0.6,100,100,0,75,100,25,0,0.991555098,0.991555098,4.140809309,,-4.140809309,4.140809309,,4.140809309,2.390156643,3.354933059,-0.964776415,0.8,0.398627019,0.401372981,2.4,2.516622039,-0.116622039,0.45,0.224081856,0.225918144
3742,200141,39.83432108,-82.72935038,39.834332,-82.729346,1.092E-05,4.38E-06,PEM,PEM,6,13,7,0.9668,1.380174621,0.413374621,0,0.4,0.4,0,5.372163607,5.372163607,2.8,5.6,2.8,99.67,94.60326637,-5.066733632,50,61.53846154,11.53846154,0.891261648,0.934134911,0.201919778,6.455737046,5.977481807,-0.478255239,6.455737046,69.42408382,-62.96834677,1.329749104,0.686704028,0.643045076,2.176146675,1.735196992,0.440949683,2.55872818,0.243717335,2.315010845,0.290644201,0.323214312,-0.032570111
3796,197290,30.38434018,-88.11413662,30.38434,-88.11414,-1.8E-07,-3.38E-06,PSS,PFO,29,53,24,2.5155,2.891797277,0.376297277,0.2,0.4,0.2,0.09,2.525083612,2.435083612,15.6,18.2,2.6,85.12,73.72814977,-11.39185023,62.07,56.60377358,-5.466226415,0.331198973,0.561512739,0.468049024,0.822285576,0.547903172,-0.274382405,0.822285576,6.257097062,-5.434811485,0.114581145,0.097012812,0.017568332,0.994657906,0.283431173,0.711226733,0.532791754,0.09439439,0.438397364,1.427089249,0.281526284,1.145562965
3797,207793,44.91911,-124.01266,44.91906,-124.01254,-5E-05,0.00012,PEM,PSS,19,14,-5,1.8004,1.259282096,-0.541117904,1.8,0.8,-1,1.7,9.580489892,7.880489892,8.2,4.2,-4,80.77,85.46768314,4.697683137,52.63,50,-2.63,0.149860772,0.500072388,0.947828089,1.019560267,0.905050526,-0.114509741,1.019560267,15.63714343,-14.61758316,0.23175145,0.335308874,-0.103557424,0.962049346,0.539785041,0.422264305,0.595330349,0.740990763,-0.145660414,1.626020052,1.818293185,-0.192273133
3798,207793,44.91912,-124.0127,44.91906,-124.01254,-6E-05,0.00016,PSS,PSS,20,14,-6,1.6361,1.259282096,-0.376817904,1.2,0.8,-0.4,0.87,9.580489892,8.710489892,8,4.2,-3.8,77.95,85.46768314,7.517683137,60,50,-10,0.149860772,0.500072388,0.947828089,1.238478028,0.905050526,-0.333427502,1.238478028,15.63714343,-14.3986654,0.218809648,0.335308874,-0.116499226,0.888097142,0.539785041,0.348312102,0.60299887,0.740990763,-0.137991893,1.613848349,1.818293185,-0.204444836
3802,208532,43.71657,-123.521,43.71651,-123.52102,-6E-05,-2E-05,PSS,PSS,47,35,-12,2.7265,2.188625579,-0.537874421,4.8,3.2,-1.6,10.53,7.62685267,-2.90314733,25,17.8,-7.2,89.12,91.67194675,2.551946753,68.09,62.85714286,-5.232857143,0.301054991,0.690553558,0.737145312,0.407741361,0.444942226,0.037200865,0.407741361,8.473669172,-8.065927811,0.054462636,0.13079953,-0.076336894,0.276073677,0.418176984,-0.142103307,0.223239518,0.141136989,0.082102529,0.737858768,0.47245448,0.265404287
3807,208013,44.91772,-124.00729,44.91778,-124.00777,6E-05,-0.00048,PEM,PEM,14,16,2,1.1238,0.541344354,-0.582455646,1.8,2.4,0.6,2.23,88.9678603,86.7378603,4.2,2.6,-1.6,61.82,11.01508941,-50.80491059,78.57,68.75,-9.82,0.910860195,0.896405935,0.979581976,2.69154404,8.33777247,5.64622843,2.69154404,48.67089624,-45.9793522,0.342413215,1.403976145,-1.061562931,0.855924057,1.44060083,-0.584676772,0.617718926,1.106465774,-0.488746848,1.490898642,0.937512016,0.553386626
3808,207794,44.93234,-124.0097,44.9323,-124.00974,-4E-05,-4E-05,E2EM,PEM,41,47,6,2.7457,2.636493439,-0.109206561,4,5.4,1.4,11.86,14.48501288,2.62501288,14.8,11.4,-3.4,72.16,70.42531721,-1.734682788,70.73,61.70212766,-9.02787234,0.766958419,0.609406336,0.692264836,0.862594954,0.899775334,0.03718038,0.862594954,13.05293205,-12.19033709,0.102152408,0.101422708,0.0007297,0.760794525,0.212978762,0.547815762,0.30071963,0.147009812,0.153709819,0.742217397,0.419193466,0.32302393
3809,207794,44.93232,-124.00972,44.9323,-124.00974,-2E-05,-2E-05,E2EM,PEM,47,47,0,2.8017,2.636493439,-0.165206561,4.6,5.4,0.8,14.21,14.48501288,0.27501288,14.4,11.4,-3,63.69,70.42531721,6.735317212,65.96,61.70212766,-4.25787234,0.766958419,0.609406336,0.692264836,0.789011319,0.899775334,0.110764015,0.789011319,13.05293205,-12.26392073,0.097315437,0.101422708,-0.004107271,0.775212723,0.212978762,0.56223396,0.359886943,0.147009812,0.212877131,0.856804949,0.419193466,0.437611482
3828,204216,35.09148817,-77.47399949,35.091488,-77.473999,-1.7E-07,4.9E-07,PEM,PFO,68,75,7,2.8567,2.864085786,0.007385786,0.6,0,-0.6,0.08,0,-0.08,38.2,34.4,-3.8,99.9,98.91468931,-0.985310691,41.18,38.66666667,-2.513333333,0.725413057,0.837640764,0.799551299,0.564104476,0.697486809,0.133382333,0.564104476,11.56395236,-10.99984788,0.061961778,0.074369861,-0.012408083,0.33366419,0.198145183,0.135519007,0.209079295,0.094568485,0.11451081,0.711714192,0.32882355,0.382890642
3830,200665,35.6953595,-76.23517298,35.695368,-76.235175,8.5E-06,-2.02E-06,PF,PEM,53,11,-42,2.3174,1.375696131,-0.941703869,0.2,0,-0.2,0.01,0,-0.01,26.2,5.6,-20.6,97.78,76.11529356,-21.66470644,66.04,54.54545455,-11.49454545,0.047432377,0.174944486,0.174944486,0.364623524,0.284025924,-0.0805976,0.364623524,3.385919809,-3.021296285,0.070803912,0.26492349,-0.194119577,0.640612951,0.479036523,0.161576428,0.540250881,0.228698354,0.311552527,1.599812641,0.322736679,1.277075962
3849,202744,38.62967,-91.22563,38.62947,-91.22543,-0.0002,0.0002,PFO,PFO,42,48,6,2.7269,2.340409835,-0.386490165,1.4,2.2,0.8,0.99,1.113730139,0.123730139,15.4,19.6,4.2,98.72,98.88626986,0.166269861,45.24,41.66666667,-3.573333333,0.648801321,0.612931598,0.715100034,1.155521385,1.19150693,0.035985545,1.155521385,29.49746925,-28.34194786,0.132876287,0.118751599,0.014124688,0.622787854,0.324799446,0.297988408,0.430668164,0.150956021,0.279712143,1.28050571,0.499491338,0.781014372
3852,206393,44.93839,-110.787,44.93837,-110.78701,-2E-05,-1E-05,PSS,PEM,48,47,-1,2.9148,2.31816297,-0.59663703,4.4,3,-1.4,17.88,4.747479192,-13.13252081,22.6,22,-0.6,82.12,95.14565642,13.02565642,91.67,80.85106383,-10.81893617,0.386096784,0.786819976,0.716333081,0.701337814,0.380135124,-0.32120269,0.701337814,5.908831681,-5.207493867,0.077911244,0.125030871,-0.047119628,0.654095519,0.411733289,0.24236223,0.212269449,0.100433158,0.11183629,0.500467157,0.269073485,0.231393672
3853,202801,37.39197294,-76.6205714,37.39154506,-76.62069267,-0.00042788,-0.00012127,PFO,PFO,59,57,-2,2.8806,2.817285687,-0.063314313,1.2,1,-0.2,0.67,0.898155547,0.228155547,31.6,32.6,1,99.33,99.10184445,-0.228155547,45.76,50.87719298,5.117192982,0.80771459,0.809129559,0.841205834,0.742589485,1.298395164,0.555805679,0.742589485,41.63368532,-40.89109583,0.052745278,0.060063451,-0.007318173,0.202492004,0.122066383,0.080425622,0.222146063,0.105350151,0.116795911,0.783484723,0.37561474,0.407869983
3854,207390,37.91254023,-75.68068678,37.91253998,-75.68068702,-2.5E-07,-2.4E-07,E2SS,E2SS,17,17,0,1.5503,1.663292229,0.112992229,0,0.8,0.8,0,4.303374706,4.303374706,8,6,-2,100,79.33014562,-20.66985438,35.29,47.05882353,11.76882353,0.43193334,0.798383773,0.79647073,1.472052978,1.40513231,-0.066920667,1.472052978,12.46663888,-10.9945859,0.480741414,0.478993484,0.001747931,1.628149676,1.269002598,0.359147078,0.779415383,0.427543009,0.351872374,1.535095203,1.017353428,0.517741774
3855,201940,39.40951,-91.812,39.4097,-91.81303,0.00019,-0.00103,PEM,PEM,22,12,-10,1.8274,1.61403427,-0.21336573,2.2,3,0.8,12.32,16.61273176,4.292731761,4.8,5.6,0.8,82.41,83.38726824,0.977268239,86.36,83.33333333,-3.026666667,0.864185993,0.413868431,0.413868431,10.29717544,2.752203879,-7.544971564,10.29717544,40.40596105,-30.1087856,0.012838492,0.217465775,-0.204627283,0.96343804,0.422883791,0.540554249,0.680912838,0.217478252,0.463434585,1.090546497,0.422935761,0.667610736
